time_ms,voltage_V,current_mA,true_soc
543000,4.040,1044.4,0.95300
544000,4.048,1052.6,0.95289
545000,4.052,1047.6,0.95278
546000,4.052,1053.2,0.95267
547000,4.060,1047.4,0.95256
548000,4.056,1056.3,0.95244
549000,4.060,1053.9,0.95233
550000,4.056,1054.5,0.95222
551000,4.056,1052.4,0.95211
552000,4.056,1045.6,0.95200
553000,4.044,1044.6,0.95189
554000,4.056,1055.2,0.95178
555000,4.048,1055.9,0.95167
556000,4.048,1045.4,0.95156
557000,4.048,1050.4,0.95144
558000,4.048,1054.5,0.95133
559000,4.040,1051.4,0.95122
560000,4.048,1051.8,0.95111
561000,4.048,1047.0,0.95100
562000,4.048,1049.3,0.95089
563000,4.048,1057.1,0.95078
564000,4.032,1049.0,0.95067
565000,4.044,1046.4,0.95056
566000,4.060,1047.3,0.95044
567000,4.056,1049.3,0.95033
568000,4.048,1050.2,0.95022
569000,4.048,1049.6,0.95011
570000,4.028,1056.9,0.95000
571000,4.044,1042.0,0.94989
572000,4.052,1050.1,0.94978
573000,4.044,1051.9,0.94967
574000,4.056,1054.1,0.94956
575000,4.056,1050.7,0.94944
576000,4.040,1051.1,0.94933
577000,4.048,1052.8,0.94922
578000,4.056,1050.0,0.94911
579000,4.036,1040.2,0.94900
580000,4.044,1045.3,0.94889
581000,4.032,1049.0,0.94878
582000,4.040,1046.1,0.94867
583000,4.060,1059.8,0.94856
584000,4.044,1048.4,0.94844
585000,4.028,1045.4,0.94833
586000,4.036,1049.5,0.94822
587000,4.032,1049.7,0.94811
588000,4.044,1047.0,0.94800
589000,4.048,1051.5,0.94789
590000,4.052,1044.7,0.94778
591000,4.048,1046.8,0.94767
592000,4.032,1050.0,0.94756
593000,4.048,1048.7,0.94744
594000,4.044,1052.5,0.94733
595000,4.052,1056.1,0.94722
596000,4.048,1049.0,0.94711
597000,4.060,1057.7,0.94700
598000,4.036,1045.1,0.94689
599000,4.036,1055.9,0.94678
600000,4.040,1044.7,0.94667
601000,4.040,1051.7,0.94656
602000,4.036,1047.4,0.94644
603000,4.036,1047.2,0.94633
604000,4.044,1059.1,0.94622
605000,4.036,1053.5,0.94611
606000,4.036,1049.3,0.94600
607000,4.032,1039.4,0.94589
608000,4.024,1042.8,0.94578
609000,4.052,1045.2,0.94567
610000,4.052,1049.8,0.94556
611000,4.048,1051.6,0.94544
612000,4.044,1046.4,0.94533
613000,4.036,1052.9,0.94522
614000,4.044,1052.2,0.94511
615000,4.032,1047.8,0.94500
616000,4.040,1045.3,0.94489
617000,4.032,1051.3,0.94478
618000,4.044,1050.1,0.94467
619000,4.052,1052.5,0.94456
620000,4.032,1055.1,0.94444
621000,4.036,1056.7,0.94433
622000,4.040,1054.2,0.94422
623000,4.024,1048.4,0.94411
624000,4.028,1049.3,0.94400
625000,4.052,1053.9,0.94389
626000,4.040,1046.8,0.94378
627000,4.032,1047.1,0.94367
628000,4.040,1053.1,0.94356
629000,4.036,1057.0,0.94344
630000,4.040,1054.0,0.94333
631000,4.036,1053.2,0.94322
632000,4.036,1049.8,0.94311
633000,4.044,1046.7,0.94300
634000,4.044,1052.6,0.94289
635000,4.048,1056.1,0.94278
636000,4.040,1048.5,0.94267
637000,4.036,1047.5,0.94256
638000,4.052,1047.6,0.94244
639000,4.036,1051.5,0.94233
640000,4.020,1054.8,0.94222
641000,4.044,1041.9,0.94211
642000,4.040,1050.2,0.94200
643000,4.036,1044.7,0.94189
644000,4.044,1058.0,0.94178
645000,4.032,1050.7,0.94167
646000,4.020,1048.4,0.94156
647000,4.044,1051.0,0.94144
648000,4.032,1043.7,0.94133
649000,4.028,1045.4,0.94122
650000,4.020,1050.2,0.94111
651000,4.040,1052.5,0.94100
652000,4.016,1049.0,0.94089
653000,4.044,1046.0,0.94078
654000,4.032,1038.9,0.94067
655000,4.040,1045.3,0.94056
656000,4.040,1047.3,0.94044
657000,4.048,1052.3,0.94033
658000,4.036,1049.2,0.94022
659000,4.044,1044.1,0.94011
660000,4.028,1047.0,0.94000
661000,4.020,1049.9,0.93989
662000,4.040,1050.9,0.93978
663000,4.020,1051.2,0.93967
664000,4.040,1049.5,0.93956
665000,4.024,1042.5,0.93944
666000,4.036,1053.5,0.93933
667000,4.048,1051.6,0.93922
668000,4.040,1051.9,0.93911
669000,4.032,1060.8,0.93900
670000,4.036,1046.8,0.93889
671000,4.028,1051.8,0.93878
672000,4.052,1045.9,0.93867
673000,4.028,1051.3,0.93856
674000,4.032,1053.7,0.93844
675000,4.036,1049.0,0.93833
676000,4.036,1044.8,0.93822
677000,4.036,1057.7,0.93811
678000,4.028,1048.5,0.93800
679000,4.028,1048.4,0.93789
680000,4.040,1048.5,0.93778
681000,4.040,1043.1,0.93767
682000,4.036,1048.5,0.93756
683000,4.044,1045.5,0.93744
684000,4.040,1055.0,0.93733
685000,4.036,1043.9,0.93722
686000,4.020,1051.6,0.93711
687000,4.032,1049.9,0.93700
688000,4.032,1052.2,0.93689
689000,4.044,1051.2,0.93678
690000,4.008,1054.9,0.93667
691000,4.028,1048.7,0.93656
692000,4.032,1043.0,0.93644
693000,4.020,1055.0,0.93633
694000,4.024,1051.3,0.93622
695000,4.040,1047.3,0.93611
696000,4.032,1047.8,0.93600
697000,4.044,1042.5,0.93589
698000,4.028,1052.4,0.93578
699000,4.020,1052.3,0.93567
700000,4.028,1054.7,0.93556
701000,4.024,1049.2,0.93544
702000,4.036,1047.7,0.93533
703000,4.036,1051.0,0.93522
704000,4.032,1050.0,0.93511
705000,4.048,1048.3,0.93500
706000,4.040,1043.7,0.93489
707000,4.020,1055.5,0.93478
708000,4.036,1058.9,0.93467
709000,4.028,1053.9,0.93456
710000,4.028,1049.1,0.93444
711000,4.040,1051.6,0.93433
712000,4.020,1050.7,0.93422
713000,4.036,1053.3,0.93411
714000,4.032,1052.6,0.93400
715000,4.020,1048.9,0.93389
716000,4.016,1046.5,0.93378
717000,4.028,1050.9,0.93367
718000,4.004,1048.2,0.93356
719000,4.036,1045.0,0.93344
720000,4.088,27.3,0.93333
721000,4.100,24.4,0.93333
722000,4.092,29.4,0.93333
723000,4.100,39.3,0.93333
724000,4.084,28.8,0.93333
725000,4.092,28.7,0.93333
726000,4.088,29.6,0.93333
727000,4.088,35.9,0.93333
728000,4.092,39.2,0.93333
729000,4.092,37.1,0.93333
730000,4.084,33.9,0.93333
731000,4.096,26.6,0.93333
732000,4.092,34.0,0.93333
733000,4.080,24.9,0.93333
734000,4.080,24.3,0.93333
735000,4.104,30.4,0.93333
736000,4.076,29.9,0.93333
737000,4.092,29.2,0.93333
738000,4.084,38.4,0.93333
739000,4.108,28.4,0.93333
740000,4.100,31.8,0.93333
741000,4.100,30.5,0.93333
742000,4.088,33.1,0.93333
743000,4.084,33.5,0.93333
744000,4.100,31.3,0.93333
745000,4.096,27.5,0.93333
746000,4.088,27.5,0.93333
747000,4.088,28.6,0.93333
748000,4.088,31.3,0.93333
749000,4.088,32.8,0.93333
750000,4.092,27.7,0.93333
751000,4.100,35.3,0.93333
752000,4.104,29.2,0.93333
753000,4.100,21.6,0.93333
754000,4.100,38.0,0.93333
755000,4.104,30.3,0.93333
756000,4.084,33.6,0.93333
757000,4.104,23.3,0.93333
758000,4.112,27.1,0.93333
759000,4.084,28.7,0.93333
760000,4.080,24.9,0.93333
761000,4.100,29.1,0.93333
762000,4.112,28.3,0.93333
763000,4.100,34.8,0.93333
764000,4.108,21.5,0.93333
765000,4.104,32.2,0.93333
766000,4.092,33.9,0.93333
767000,4.096,38.0,0.93333
768000,4.088,33.0,0.93333
769000,4.116,26.3,0.93333
770000,4.112,29.0,0.93333
771000,4.104,30.9,0.93333
772000,4.104,35.5,0.93333
773000,4.096,22.9,0.93333
774000,4.108,32.2,0.93333
775000,4.100,23.7,0.93333
776000,4.104,27.7,0.93333
777000,4.100,24.5,0.93333
778000,4.112,27.1,0.93333
779000,4.104,33.2,0.93333
780000,4.108,28.4,0.93333
781000,4.096,26.7,0.93333
782000,4.100,26.2,0.93333
783000,4.108,25.3,0.93333
784000,4.092,32.9,0.93333
785000,4.104,30.1,0.93333
786000,4.108,31.4,0.93333
787000,4.096,24.2,0.93333
788000,4.116,30.1,0.93333
789000,4.108,21.1,0.93333
790000,4.108,34.8,0.93333
791000,4.100,32.2,0.93333
792000,4.096,29.5,0.93333
793000,4.116,20.6,0.93333
794000,4.104,26.1,0.93333
795000,4.096,24.5,0.93333
796000,4.104,29.3,0.93333
797000,4.112,31.5,0.93333
798000,4.112,31.3,0.93333
799000,4.100,36.3,0.93333
800000,4.116,29.8,0.93333
801000,4.096,35.1,0.93333
802000,4.120,28.8,0.93333
803000,4.112,32.0,0.93333
804000,4.108,29.1,0.93333
805000,4.108,31.2,0.93333
806000,4.112,29.8,0.93333
807000,4.112,27.3,0.93333
808000,4.096,41.7,0.93333
809000,4.104,31.3,0.93333
810000,4.112,32.3,0.93333
811000,4.120,33.0,0.93333
812000,4.120,30.8,0.93333
813000,4.124,20.6,0.93333
814000,4.120,31.5,0.93333
815000,4.104,25.1,0.93333
816000,4.112,30.6,0.93333
817000,4.120,31.1,0.93333
818000,4.120,22.9,0.93333
819000,4.108,30.0,0.93333
820000,4.116,24.1,0.93333
821000,4.116,20.3,0.93333
822000,4.112,24.0,0.93333
823000,4.120,29.5,0.93333
824000,4.104,29.3,0.93333
825000,4.120,28.0,0.93333
826000,4.108,32.1,0.93333
827000,4.100,29.1,0.93333
828000,4.096,31.6,0.93333
829000,4.112,33.0,0.93333
830000,4.104,39.5,0.93333
831000,4.128,29.6,0.93333
832000,4.108,34.8,0.93333
833000,4.112,30.9,0.93333
